longitude	latitude
-1.323701	51.789465
-1.323609	51.789288
-1.323488	51.789112
-1.323353	51.788941
-1.323204	51.788784
-1.323054	51.788633
-1.322876	51.788488
-1.322669	51.78835
-1.322448	51.788212
-1.322198	51.788093
-1.321963	51.787967
-1.321726	51.787828
-1.32152	51.787696
-1.321328	51.78757
-1.321178	51.78743
-1.321086	51.787251
-1.320965	51.787067
-1.320815	51.786895
-1.320679	51.786729
-1.320558	51.786545
-1.320465	51.786354
-1.320416	51.78615
-1.320425	51.785982
-1.32045	51.785822
-1.320445	51.785655
-1.320411	51.785508
-1.320363	51.785349
-1.320242	51.785177
-1.320079	51.785032
-1.319887	51.784912
-1.319709	51.784793
-1.319532	51.784655
-1.319354	51.784511
-1.319147	51.78438
-1.318927	51.784256
-1.318749	51.784118
-1.318585	51.783968
-1.318436	51.783817
-1.318316	51.783659
-1.318253	51.783494
-1.31822	51.783336
-1.318157	51.783177
-1.318066	51.783025
-1.31796	51.782868
-1.317855	51.782741
-1.317692	51.782615
-1.317487	51.782529
-1.317282	51.782442
-1.317105	51.782336
-1.317015	51.782228
-1.316941	51.782159
-1.316924	51.782096
-1.316939	51.782067
-1.316982	51.782073
-1.316969	51.782102
-1.31687	51.782174
-1.316771	51.782247
-1.316671	51.7823
-1.316571	51.782334
-1.316455	51.782342
-1.316368	51.782331
-1.316353	51.782298
-1.316395	51.782266
-1.316467	51.782247
-1.316555	51.782265
-1.316657	51.782302
-1.316746	51.782378
-1.316779	51.782506
-1.316782	51.782621
-1.316742	51.782736
-1.316716	51.782832
-1.316674	51.782883
-1.316645	51.782883
-1.316673	51.782856
-1.31673	51.782843
-1.316817	51.782848
-1.31689	51.782866
-1.316921	51.782911
-1.316937	51.782981
-1.316939	51.783046
-1.316912	51.783091
-1.316897	51.783104
-1.316912	51.783098
-1.31694	51.783047
-1.316939	51.783034
-1.316968	51.783022
-1.316982	51.783009
-1.317011	51.782996
